tweet,rotulo
"Vc não precisa voltar, já roubou muito! E, além do que vc não sabe nada sobre dignidade. O Brasil precisa de gente competente, dando continuidade ao trabalho sério de reestruturação que o presidente Bolsonaro vem fazendo! De ladrão ninguém precisa!!!",positivo
A gente quer voltar porque é preciso recuperar a dignidade do ser humano nesse país. As pessoas não sabem como é a vida de quem é pobre nesse país.,positivo
Está tudo se encaminhando para o GOLPE do Lula junto com o TS3 e uns Excelentíssimos... Vocês duvidam??? Eu não,negativo
"Gente, que absurdo é esse?",positivo
URGENTE - Fracasso de Lula pode tirar ele de cena https://youtu.be/VeVELNDbnvg via  @YouTube  ....É por isto que ele já inventou uma Doencinha de novo.,neutro
"https://g1.globo.com/ce/ceara/noticia/2021/10/21/ceara-tem-18-municipios-entre-os-20-com-maiores-notas-do-brasil-em-indice-sobre-educacao.ghtml…  Alô, ex-bolsonarista  hoje travestido de ""Novo"". O Ceará tem a melhor educação pública do Brasil graças a Ciro Gomes.  Não é discurso, não. É realidade. Pesquise mais.   Seu candidato só defende lucro de empresário sonegador. O meu, não.",positivo
Muito orgulho de levar o projeto de Ciro Gomes para o povo Amazonense! #CiroTV  @IanTLemos12  @cirogomes,positivo
"Estamos animados pela aceitação do povo, fomos 6, faltaram 6 para completar os 12.",positivo
"Sério gente, mais 4 anos de brigas entre Bolsonaro e Lula vão destruir a saúde mental e o país! Basta agora é Ciro Gomes 12 ",neutro
Olha aí  @simonetebetbr  vamos votar 22,neutro
Pra quem não viu o vídeo da primeira Dama Michelle Bolsonaro. ,positivo
Aí  @simonetebetbr   algum problema?????,neutro
"Vamos conscientizar que este vídeo, não pode ser retuitado porque a Dona Simone Tebet não quer #MichellePelasMulheres",negativo
"Mas tem certeza que é esse vídeo que a não querem que passe? Ninguém me responde....aff @simonetebetbr  , é esse vídeo?",neutro
Bora compartilhar o vídeo da Michelle Bolsonaro que a Simone Tebet está tentando retirar da mídia. Compartilhem! ,negativo
MICHELE PRIMEIRA DAMA BOLSONARO REELEITO NO PRIMEIRO TURNO ,positivo
"BOLSONARO E SEU RACHADÃO [chamou o discurso de corrupção, ele veio] https://youtu.be/LBsM-EU9T0w via  @YouTube",neutro
"As eleições deste ano é a mais importante da nossa história. É a última chance que temos de livrar o nosso País do mau maior, ou Vamos  para o céu com (J. Bolsonaro) ou vamos para o inferno com (LOLADRÃO). Nunca foi tão fácil escolher o candidato certo  @jairbolsonaro  até 2027.",positivo
"Lula, quando o pobre comia picanha!",negativo
Tenho pena de quem acha que Lula é apenas um bêbado batedor de carteiras…Lula é um demoníaco corruptor de almas. O perigo é real e muito maior do que se imagina.,negativo
"“O que Bolsonaro fez aqui a não ser oferecer arma?”, diz Lula no MA  Candidato do PT à presidência encontrou com quebradeiras de coco, em São Luís. Ele voltou a prometer a recriação do Ministério das Mulheres. #Eleicoes2022   Leia: https://cutt.ly/GCfMMAH",negativo
"Visita comunidade kukama grande vitória,  Manaus,  Amazonas  @jfernandaBrasil  @deluca_joao  @IanTLemos12  @Thiago_Reis_12  @AnaMariaPreis    @DMunduruku  @narayamoga  @AvelinBuniaca  @RafaelWeree  @CiroManauara  @Amazonas12PDT  @CiroManauara  @cirogomes  @MigVecchio",positivo
“ A NATUREZA DO “ PT” é Falta de ESCRÚPULO “ ( Ciro Gomes),positivo
"""Por que vc vai votar no Lula sendo que ele roubou tanto?""  Bom, aí está minha resposta:",negativo
"Olha só, Felipe Neto que apoiou o Impeachment da Dilma, criticava o PT, apoiador a Lava Jato, mudou de opinião após pesquisar e entender o que foi o golpe e a prisão de Lula, será que essa narrativa horrenda e mentirosa de  @cirogomes  tem futuro?",negativo
Essa sim é uma primeira dama de verdade  @Janja  @simonetebetbr  vamos divulgar meu povo ...o céu é o limite .,neutro
Pra quem não viu o vídeo da primeira Dama Michelle Bolsonaro. ,positivo
Só pra lembrar que a  @simonetebetbr  não quer que ninguém veja o vídeo onde a Primeira Dama faz campanha!,positivo
Pra quem não viu o vídeo da primeira Dama Michelle Bolsonaro. ,positivo
"Quando a pessoa não consegue esconder de jeito nenhum, a INVEJA e o MAU CARATISMO.  Essa é  @simonetebetbr",neutro
"Ninguém está acima da lei. Nada contra a primeira-dama fazer campanha, mas tem que ser dentro da lei. Aliás, presidência deve ser lugar de exemplo.",positivo
"A realidade continua a mesma de 2018: eleitor do Bolsonaro ou pessoas que simpatizam minimamente com ele fazem zero falta na minha vida. Pode literalmente esquecer que eu existo e sumir, estará me fazendo um grande favor.",positivo
VAMOS ACORDAR ANTES QUE SEJA TARDE!!! BRASIL E BOLSONARO JUNTOS !!!,positivo
Absurdo total isso. Censura! Estamos na Coreia do Norte? Cuba?!,positivo
Emocionante: Mulheres homenageiam Bolsonaro e Michelle no Rio Grande do ... https://youtube.com/shorts/Mimy40Au3qk?feature=share… via  @YouTube,neutro
"O presidente  @LulaOficial  por onde passa arrata multidões.Falta 29 dias para Lula ser eleito pela terceira vez, presidente do Brasil   É neles! #LulaNo1ºTurno",negativo
Lula no primeiro turno. Moro sem dinheiro. Tá escrito nas estrelas. ,negativo
"MARCIA SENSITIVA FALOU, MARCIA SENSITIVA AVISOU",positivo
Primeiro quero saber quem tem que pagar dois milhoes e quinhentos mil. Nai adianta. A hora é agora e agora é Ciro Gomes  Ciro é 12. É PDT.,neutro
"E aí, em qual time você está? Comenta aqui embaixo!",positivo
"O maior programa de renda da história do Brasil vai garantir R$1000,00 por mês às pessoas que mais precisam.  Vem com o 12!  @cirogomes    #PrefiroCiro #CiroCresce #MilitaQueVira #AquiTemProjeto",positivo
"[COMPARTILHEM] Vc aí q pretende votar no Bolsonaro, sim vc msm! Vc precisa salvar o Brasil, mas isso ñ ocorrerá com Jair, q perde em TODOS os cenários de 2° turno contra . Então, vote Ciro Gomes 12, a rejeição de Ciro é 24% menor, é ele q tem chance de derrotar  no 2° turno.",neutro
"Pessoal indignado com o q o PT fez com Moro, tem razão! Vamos de Simone Tebet para derrotar os dois? Nem Bolsonaro q acabou com a LJ, nem Lula corrupto. Ain, mas é o mdb nhenhenhemm a banda podre do MDB tá com Lula, qriam tirar a candidatura dela, parem de bobeira! Vem de Simone!",negativo
Mais um vídeo da Michelle que o TSE vai querer tirar do ar. Vamos compartilhar #BolsonaroReeleitoEm2022,positivo
"Vamos retuitar e marcar  @simonetebetbr  , talvez ela se convença de que as nós mulheres apoiamos  @jairbolsonaro   #BolsonaroNoPrimeiroTurno",neutro
"Tem MTO a aprender c a Michele Bolsonaro esposa do PR   @jairbolsonaro , sra   @simonetebetbr  ...  A sra é só 1 das MUITAS VERGONHAS  Q ENVERGONHAM o sexo feminino,  o senado federal, A NACAO DE BEM. Uma farsa sobre.pernas.  Lamentável.",neutro
A família bolsonaro da coreia,positivo
que deus bote um bebezinho na vida desse casal ,positivo
Ô orelha seca. Bonner disse que o Bolsonaro xingou o STF. Na verdade foi apenas 1 ministro. 1 ministro.,positivo
"E olhe que ele ainda teve a coragem de dizer ao vivo, para milhões de brasileiros que o viam no jornal nacional que não ofendeu ministro do STF.",positivo
É isso aí tudo cerceado a sua liberdade aí depois fala que o bolsonaro é o ditador,positivo
"Gente, que absurdo é esse?",positivo
Tu vai numa roda de samba achando que vai lá só pra ouvir samba e na verdade transformam num comício político do Lula com adesivaço ,negativo
"mds vendo ep 10 s3 de got com heitor ai como pode a daenerys ser a maior do mundo, a cena dela com o povo chamando ela de mhysa aii o lula de essos",negativo
Partiu ver o Brasil se torna uma ditadura se Ciro ou lula ou Bolsonaro ganhar ?,negativo
"O interessante é que mesmo mostrando tudo de errado do governo Bostonaru à minha mãe, ela debocha e diz que é mentira.   Não sabe defender o candidato sem atacar Lula.   E qualquer coisa que falem, comprovem, mostrem: é fake news, montagem, intriga da oposição e etc",negativo
ESPERANÇA PARA AS MULHERES | 4º Programa de Lula https://youtu.be/BWPUN0-MOhU via  @YouTube,neutro
"Minhas discordâncias com o Ciro Gomes vai mais pela pauta econômica do que o candidato em si, tenho nada contra inclusive",neutro
"O petismo sentiu mesmo o golpe da última pesquisa. Estão agindo com tudo contra Ciro Gomes,.mas não vai adiantar, quanto mais espaço o Ciro tiver, mais ele vai crescer.",positivo
"Pessoal do Ciro Gomes a gente consegue ter um diálogo mesmo discordando e tal, mas a turma do Xi Jin Pinga ""carta pra democracia"" é de uma empáfia...",neutro
Primeiro quero saber quem tem que pagar dois milhoes e quinhentos mil. Nai adianta. A hora é agora e agora é Ciro Gomes  Ciro é 12. É PDT.,neutro
"E aí, em qual time você está? Comenta aqui embaixo!",positivo
"O maior programa de renda da história do Brasil vai garantir R$1000,00 por mês às pessoas que mais precisam.  Vem com o 12!  @cirogomes    #PrefiroCiro #CiroCresce #MilitaQueVira #AquiTemProjeto",positivo
"Comunista lixo escoria , a vergonha do mato grosso do sul  @simonetebetbr",neutro
"Ninguém está acima da lei. Nada contra a primeira-dama fazer campanha, mas tem que ser dentro da lei. Aliás, presidência deve ser lugar de exemplo.",positivo
Queria agradecer a Simone Tebet e Alexandre e os Imorais por alavancarem à reeleição de Bolsonaro. Anitta deu uma ajudinha também. Se precisarem mandem o Pix!,negativo
Somente  o presidentes Bolsonaro pode evitar vivermos em uma ditadura ...,positivo
A ditadura da toga amigo. Não temos além de Deus e Bolsonaro pra recorrermos.. logo vão cercear tbm nossa fé em Deus.,positivo
"Gente, que absurdo é esse?",positivo
Sigamos juntos com @LulaOficial #LulaNo1ºTurno  #LulaPresidente13 #LulaEoPT13deFioApavio #LulaEoPTunindoOBrasil,positivo
O homem é do povo!  O homem é querido! O homem é o melhor!  Temos que eleger Lula 13  no 1o turno,negativo
"Preparando o lançamento de ""Lula e a política da astúcia"" no RJ.  13/9, 18:30, Armazém do Campo.  @tatiroque   @marinadomst @expressaopop   @fpabramo   @LulaOficial",negativo
"O ""fantástico ensino"" do Ceará segundo Camilo Santana e Ciro Gomes...",positivo
A fraude do ensino em SOBRAL-CE,positivo
"Deixe de mi-mi-mi de qual competência tu se refere ,a do candidato que vem com o mesmo discurso ensaiados , não queira apagar que um empresário apoiador do Ciro Gomes queria pagar à alguns YouTube para falar mal do Lula  ,assim como ele vem desesperado fazendo ...Ciro é Bolsonaro",neutro
"Se Lula não ganhar no 1. Turno foi pq ele não teve competência para ganhar os votos q precisava. Parem de colocar a culpa nos outros, qdo vcs irão assumir os seus B.O.s?",negativo
"Vídeo do Felipe Neto justificando que vota no Lula porque é impossível governar o Brasil sem ceder a corrupção do centrão.  Caro  @felipeneto , o  @cirogomes  já explicou que é sim possível governar esse país sem precisar se tornar Tchutchuca do Centrão.",positivo
Parece que  @simonetebetbr   não está muito alinhada com as mulheres#MulheresComBolsonaro,neutro
Simone Tebet defende geração de empregos com floresta em pé,negativo
Acabei de ver Dra Nise Yamaguchi solta o verbo e desmente Simone Tebet; VEJA VÍDEO - Clique para ver também ☛  https://terrabrasilnoticias.com/2022/09/dra-nise-yamaguchi-solta-o-verbo-e-desmente-simone-tebet-veja-video/… via  @TerraBrasilnot,negativo
todas as mulheres no salão falando mal do bolsonaro… kingas demais,positivo
Lá vem a mãe Dina Ciro nogueira com suas previsões absurdas mãe Dina Ciro nogueira qual  a previsão do número da mega da virada fora Bolsonaro,positivo
Lula #NewProfilePic,negativo
"Lula no 1º turno, vai ser de lavada. #LulaEKalilJuntosPorMG",negativo
Lula 13! Presidente do Brasil! #LulaNo1ºTurno  # Lula #LulaPresidente13,negativo
"Não pensem que eu me ofendo quando Bolsonaro me chama de presidiário. Eu sou o único cara que foi condenado por ser inocente. Eles acreditaram nas mentiras de um juiz e de um procurador e agora não sabem pedir desculpas, porque pedir desculpas é para quem tem caráter.",positivo
"O povo não esquece quem foi que tocou o projeto de transposição e levou água para o Nordeste, Ciro Gomes colocou o projeto debaixo do braço, realizou estudos de viabilidade técnica e executou esse grande marco. CIRO GOMES PRESIDENTE DO BRASIL   #CiroTV",positivo
"O primeiro adesivaço de  @cirogomes  e  @AndreRibeiroAdv  aqui em Campina Grande! Fazia nem 24h que o material tinha chegado e acabou tudo em duas horas de adesivaço, foi massa demais! É Ciro 12! É André 123!",positivo
Ciro Gomes se tornou um ser absolutamente lastimável. vai votar nele? bem feito,positivo
"A perseguição da Simone ""Tablet""  @simonetebetbr   para com as mulheres, é de um machismo gigante. Não se iludam, meninas, ela não representa as mulheres.",neutro
"Simone Tebet, assim como toda progressista e feminista é seletiva na defesa de mulheres. Mentiu sobre ser solidário às ofensas sofridas por Nise Yamaguchi.",negativo
ATENÇÃO! A terceira via ou a  @simonetebetbr  é Fake?   #Eleicoes2022 #fake  #Democracia #fraude,neutro
Comentarista na CNN afirma que Bolsonaro ganhará essa eleição no primeiro turno! #BolsonanoNoPrimeiroTurno,positivo
Depois de hoje se o 2° turno for entre Lula e Bolsonaro está MAIS DIFÍCIL do meu voto ser NULO.,negativo
"Os Petistas querem eleger o """"Mito"""" fazer oposição de faz de conta é mais lucrativo pra eles...  (Na atual legislatura eles votaram 350 vezes com o governo Bolsonaro)",positivo
"A tentativa de homicídio dentro de uma IGREJA, evidencia como é a polarização no Brasil: um vai votar em Bolsonaro, o outro discorda, leva um tiro! Pra nossa mídia não tem erro, o Brasil está dividido entre dois EXTREMOS: o que ATIRA e o que NÃO QUER MORRER!",positivo
ELES NÃO VÃO PARAR. NÓS AVISAMOS. Ministro do TSE manda tirar do ar postagens de Latino e outros perfis de redes sociais contra Lula | Eleições 2022 | G1 https://g1.globo.com/politica/eleicoes/2022/noticia/2022/09/03/ministro-do-tse-manda-tirar-do-ar-postagens-de-latino-e-outros-perfis-de-redes-sociais-contra-lula.ghtml?utm_source=twitter&utm_medium=share-bar-mobile&utm_campaign=materias…,negativo
"Mas acho que a essa altura já era. Aceita TSE, Bolsonaro reeleito.",positivo
"TV 247 lança documentário 580 dias, sobre a prisão e a volta triunfal de Lula",negativo
Minha irmã falando que o Ciro Gomes lembra um Muppet hahahahahaha E parece pra caralho mesmo rsrsrsrs,positivo
LIVE DE EXIBIÇÃO DO QUARTO PROGRAMA ELEITORAL CIRO PRESIDENTE 12 | BELO HORIZONTE/MG | 03/09/2022,neutro
motivos pelo qual meu irmão de 8 anos chorou hoje: - Por ser curitibano (ele queria ser fazendense)  - Por não poder votar no Ciro Gomes - Pq minha gata não deixou ele fazer carinho nela,positivo
Marquem a @JanjaLula ela tbm odeia a Primeira Dama Sou Bloqueada por essa Invejosa que nunca vai ter o Carisma e simpatia da Nossa Michelle né não @simonetebetbr   Vou marcar as duas que sou é Ruim  Twete Promovido para a Propaganda Eleitoral Gratuita,neutro
"Linda mulher, honesta e batalhadora, que sirva de exemplo como mulher de verdade…  @JanjaLula  @simonetebetbr",neutro
eu sou Simone Tebet  vote 15,negativo
O berro do desespero!!!!,positivo
Candidata Simone tebet é  a cara da DEMAGOGIA! Além de ser descontrolada é também hipócrita e mentirosa  #Fora Simone tebet o  país não precisa de vc.,negativo
"Meu tio acabou de dar um colante do bolsonaro para meu pai, se ele colar no carro eu começo a andar a pé",positivo
Ipespe: Lula tem 44% e Bolsonaro 35% no primeiro turno https://mwl.press/DOL769582 via  @diariodopara,negativo
Ipespe: Lula tem 44% e Bolsonaro 35% no primeiro turno https://mwl.press/DOL769582 via  @diariodopara,negativo
Lula decepcionou até sua própria equipe... Deixem aqui sua risada ,negativo
"Preciso lembrar onde, em Jaguariúna, tá pixado ""Lula, saudade"". Claro que já adicionaram o ""Drão"" depois de Lula",negativo
Muito bonita a moça da propaganda do Ciro Gomes será que tá solteira,positivo
"O fato é que Haverá segundo turno pois o lula tem uma rejeição muito alta .O lula indo pra o segundo turno , o pt perde novamente para o Bolsonaro , por isso o único que vence o Bolsonaro no segundo turno é o  @cirogomes  .  Iremos repetir 2018 novamente.",negativo
CIRO GOMES LIMPA MEU NOME,positivo
Ciro Gomes agora insiste em mentir sobre a integridade do presidente  @LulaOficial  . Fala sério coroné!,neutro
"Fórmula para a vitória de Ciro Gomes: conquistar todos os indecisos e os que irão anular, conseguir arrancar todos os votos de Tebet, Soraya, Manzano e etc, arrancar 10% de votos do Lula ou 5% de Bolsonaro. Bora correr que faltam 30 dias. ",neutro
